accession	entry_name	protein_names	organism	decision	reason	current_rhea_ids	current_rxn_chebis	current_ligand_chebis
A0A060WSY4	A0A060WSY4_ONCMY	Lanosterol 14-alpha demethylase (EC 1.14.14.154)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_ANNOTATION	name mentions ['sterol']			
A0A060WUP0	A0A060WUP0_ONCMY	ATP-binding cassette sub-family B member 6 (EC 7.6.2.2) (EC 7.6.2.3) (EC 7.6.2.5) (ABC-type heme transporter ABCB6) (ATP	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060WWK2	A0A060WWK2_ONCMY	Carboxylic ester hydrolase (EC 3.1.1.-)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060WXJ2	A0A060WXJ2_ONCMY	Carboxylic ester hydrolase (EC 3.1.1.-)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060X0W8	A0A060X0W8_ONCMY	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060X259	A0A060X259_ONCMY	Cholesteryl ester transfer protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060XAM3	A0A060XAM3_ONCMY	Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (Ileal Na(+)/bile acid cotransporte	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_ANNOTATION	name mentions ['bile acid']			
A0A060XH13	A0A060XH13_ONCMY	Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-h	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_ANNOTATION	name mentions ['estrogen']			
A0A060XJX7	A0A060XJX7_ONCMY	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-fam	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060XN76	A0A060XN76_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060XSJ4	A0A060XSJ4_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A060XUP5	A0A060XUP5_ONCMY	Bile salt export pump	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060XUS8	A0A060XUS8_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060Y2M9	A0A060Y2M9_ONCMY	Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/ta	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_ANNOTATION	name mentions ['bile acid']			
A0A060YET8	A0A060YET8_ONCMY	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060YHB9	A0A060YHB9_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060YM89	A0A060YM89_ONCMY	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G membe	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060YSW3	A0A060YSW3_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A060YW61	A0A060YW61_ONCMY	Hedgehog protein	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A060Z9F8	A0A060Z9F8_ONCMY	Glucosylceramidase (EC 3.2.1.45)	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061AQZ7	A0A061AQZ7_CYBFA	sterol 14alpha-demethylase (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 1	Cyberlindnera fabianii (Yeast) (Hansenula fabianii)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:138029', 'CHEBI:138031', 'CHEBI:16521']	RHEA:25286;RHEA:54028;RHEA:68060;RHEA:68064;RHEA:68068;RHEA:75103;RHEA:75107;RHEA:75111;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:138029;CHEBI:138031;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:15740;CHEBI:16521;CHEBI:166681;CHEBI:166806;CHEBI:176901;CHEBI:176902;CHEBI:17813;CHEBI:57618;CHEBI:58210	CHEBI:30413
A0A061DFW3	A0A061DFW3_THECC	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Theobroma cacao (Cacao) (Cocoa)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A061GJ30	A0A061GJ30_THECC	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Theobroma cacao (Cacao) (Cocoa)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A061HW32	A0A061HW32_CRIGR	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061HXL9	A0A061HXL9_CRIGR	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.159) (EC 1.1.1.178) (EC 1.1.1.239) (EC 1.1.1.35) (EC 1.1.1.53) (EC 1.1.	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_ANNOTATION	name mentions ['steroid', 'estradiol']			
A0A061HZY3	A0A061HZY3_CRIGR	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G membe	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:57905', 'CHEBI:60050', 'CHEBI:82961']	RHEA:16461;RHEA:38951;RHEA:60128;RHEA:61332;RHEA:61348;RHEA:61352;RHEA:61356;RHEA:61360;RHEA:61364;RHEA:61368;RHEA:61372;RHEA:61376;RHEA:61384;RHEA:82291;RHEA:86403	CHEBI:144581;CHEBI:144582;CHEBI:144583;CHEBI:144584;CHEBI:144643;CHEBI:15377;CHEBI:15378;CHEBI:17240;CHEBI:17775;CHEBI:17781;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:50681;CHEBI:57905;CHEBI:57986;CHEBI:58687;CHEBI:60050;CHEBI:60119;CHEBI:82961	
A0A061I189	A0A061I189_CRIGR	Branched-chain-amino-acid aminotransferase, mitochondrial (EC 1.1.1.184) (EC 1.1.1.300) (EC 2.6.1.42) (Dehydrogenase/red	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061I372	A0A061I372_CRIGR	O-acyltransferase	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061I5A6	A0A061I5A6_CRIGR	O-acyltransferase	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061I9I4	A0A061I9I4_CRIGR	Peroxisomal coenzyme A diphosphatase NUDT7 (EC 3.6.1.77) (Nucleoside diphosphate-linked moiety X motif 7)	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061IFI3	A0A061IFI3_CRIGR	Peroxisomal multifunctional enzyme type 2 (17-beta-hydroxysteroid dehydrogenase 4) (D-bifunctional protein) (Multifuncti	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:58507', 'CHEBI:59807', 'CHEBI:59879']	RHEA:18933;RHEA:26526;RHEA:32711;RHEA:39159;RHEA:40187;RHEA:40191;RHEA:40243;RHEA:40255;RHEA:40263;RHEA:45832;RHEA:45992;RHEA:47088	CHEBI:15377;CHEBI:15378;CHEBI:57319;CHEBI:57349;CHEBI:57540;CHEBI:57945;CHEBI:58507;CHEBI:58856;CHEBI:59807;CHEBI:59879;CHEBI:61406;CHEBI:61526;CHEBI:62242;CHEBI:62548;CHEBI:62619;CHEBI:74272;CHEBI:74278;CHEBI:74279;CHEBI:77075;CHEBI:77079;CHEBI:77081;CHEBI:90726	
A0A061IGU5	A0A061IGU5_CRIGR	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061IL65	A0A061IL65_CRIGR	Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (Ileal Na(+)/bile acid cotransporte	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_ANNOTATION	name mentions ['bile acid']			
A0A061ILD1	A0A061ILD1_CRIGR	RNA helicase (EC 3.6.4.13)	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061ILV4	A0A061ILV4_CRIGR	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16422']	RHEA:14929;RHEA:24612;RHEA:32711;RHEA:41992	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16422;CHEBI:16469;CHEBI:17263;CHEBI:17347;CHEBI:57319;CHEBI:57540;CHEBI:57945;CHEBI:90726	
A0A061ILW2	A0A061ILW2_CRIGR	Solute carrier family 22 member 7 (Organic anion transporter 2)	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061IMH9	A0A061IMH9_CRIGR	Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450L	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	KEEP_ANNOTATION	name mentions ['sterol']			
A0A061IMV3	A0A061IMV3_CRIGR	Solute carrier family 22 member 7 (Organic anion transporter 2)	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A061ING3	A0A061ING3_CRIGR	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A067FD17	A0A067FD17_CITSI	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A067FGN9	A0A067FGN9_CITSI	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A067FQ45	A0A067FQ45_CITSI	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A067FY18	A0A067FY18_CITSI	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A067K999	A0A067K999_JATCU	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Jatropha curcas (Barbados nut)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A067R1F2	A0A067R1F2_ZOONE	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.53) (EC 1.1.1.62) (3-hydroxyacyl-CoA dehydrogenase type II) (Mitochondr	Zootermopsis nevadensis (Dampwood termite)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16469']	RHEA:22432;RHEA:24612;RHEA:30799;RHEA:41992;RHEA:42004;RHEA:42008;RHEA:42012;RHEA:42016;RHEA:42020;RHEA:42024;RHEA:42028	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16469;CHEBI:16962;CHEBI:17263;CHEBI:17650;CHEBI:28952;CHEBI:36713;CHEBI:57286;CHEBI:57316;CHEBI:57318;CHEBI:57540;CHEBI:57945;CHEBI:78594;CHEBI:78595;CHEBI:78596;CHEBI:78600;CHEBI:78601;CHEBI:78602;CHEBI:78603;CHEBI:78604;CHEBI:78605;CHEBI:90726	
A0A067R8L6	A0A067R8L6_ZOONE	Hedgehog protein	Zootermopsis nevadensis (Dampwood termite)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A068BEQ2	A0A068BEQ2_MOUSE	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8	Mus musculus (Mouse)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16422']	RHEA:14929;RHEA:24612;RHEA:32711;RHEA:41992	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16422;CHEBI:16469;CHEBI:17263;CHEBI:17347;CHEBI:57319;CHEBI:57540;CHEBI:57945;CHEBI:90726	
A0A068F4C8	A0A068F4C8_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068F579	A0A068F579_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068F658	A0A068F658_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068F661	A0A068F661_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068F753	A0A068F753_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068FB60	A0A068FB60_HUMAN	Glucosylceramidase (EC 3.2.1.45)	Homo sapiens (Human)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A068FJH4	A0A068FJH4_AGRSE	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.53) (EC 1.1.1.62) (3-hydroxyacyl-CoA dehydrogenase type II) (Mitochondr	Agrotis segetum (Turnip moth)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16469']	RHEA:22432;RHEA:24612;RHEA:30799;RHEA:41992;RHEA:42004;RHEA:42008;RHEA:42012;RHEA:42016;RHEA:42020;RHEA:42024;RHEA:42028	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16469;CHEBI:16962;CHEBI:17263;CHEBI:17650;CHEBI:28952;CHEBI:36713;CHEBI:57286;CHEBI:57316;CHEBI:57318;CHEBI:57540;CHEBI:57945;CHEBI:78594;CHEBI:78595;CHEBI:78596;CHEBI:78600;CHEBI:78601;CHEBI:78602;CHEBI:78603;CHEBI:78604;CHEBI:78605;CHEBI:90726	
A0A068FMP4	A0A068FMP4_AGRSE	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.53) (EC 1.1.1.62) (3-hydroxyacyl-CoA dehydrogenase type II) (Mitochondr	Agrotis segetum (Turnip moth)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16469']	RHEA:22432;RHEA:24612;RHEA:30799;RHEA:41992;RHEA:42004;RHEA:42008;RHEA:42012;RHEA:42016;RHEA:42020;RHEA:42024;RHEA:42028	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16469;CHEBI:16962;CHEBI:17263;CHEBI:17650;CHEBI:28952;CHEBI:36713;CHEBI:57286;CHEBI:57316;CHEBI:57318;CHEBI:57540;CHEBI:57945;CHEBI:78594;CHEBI:78595;CHEBI:78596;CHEBI:78600;CHEBI:78601;CHEBI:78602;CHEBI:78603;CHEBI:78604;CHEBI:78605;CHEBI:90726	
A0A068GQB1	A0A068GQB1_CAMSA	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Camelina sativa (False flax) (Myagrum sativum)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A068TNV2	A0A068TNV2_COFCA	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Coffea canephora (Robusta coffee)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
A0A068U0U5	A0A068U0U5_COFCA	22alpha-hydroxysteroid 23-monooxygenase (EC 1.14.14.147) ((22R,23R)-22,23-dihydroxy-campest-4-en-3-one synthase) ((22R,2	Coffea canephora (Robusta coffee)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:20710', 'CHEBI:59411']	RHEA:27321;RHEA:27325;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:20710;CHEBI:20717;CHEBI:57618;CHEBI:58210;CHEBI:59410;CHEBI:59411	CHEBI:30413
